0,19,40,57,72,105,120,143,162,177,188,213,230,247,272,305,320,347,368,383,400,417,436,449,476,499,530,555,570,585,606,625,648,675,690,721,742,757,774,791,804,819,834,853,870,887,908,935,966,989,1004,1023,1036,1049,1074,1099,1118,1135,1168,1187,1204,1223,1240,1259,1278,1305,1328,1347,1362,1391,1406,1431,1448,1463,1482,1495,1508,1531,1552,1573,1582,1595,1626,1645,1664,1679,1690,1709,1732,1751,1776,1797,1816,1843,1874,1897,1920,1943,1964,1985,2014,2017,2024,2029,2036,2041,2046,2053,2056,2063,2070,2077,2092,2095,2100,2105,2112,2119,2124,2127,2138,2145,2152,2155,2158,2167,2170,2173,2186,2197,2204,2213,2228,2231,2236,2239,2244,2253,2266,2275,2292,2297,2300,2305,2314,2321,2338,2343,2362,2373,2388,2395,2412,2423,2428,2445,2452,2455,2460,2467,2480,2485,2492,2509,2516,2541,2566,2577,2588,2593,2596,2601,2608,2615,2632,2635,2640,2645,2648,2655,2660,2681,2684,2689,2694,2699,2704,2709,2720,2725,2738,2751,2766,2773,2790,2801,2814,2817,2832,2837
70.0,78.0,67.0,60.0,80.0,78.0,84.0,66.0,51.0,69.0,64.0,76.0,70.0,82.0,83.0,63.0,81.0,75.0,68.0,72.0,68.0,70.0,71.0,63.0,66.0,79.0,73.0,75.0,71.0,83.0,80.0,73.0,75.0,60.0,77.0,80.0,76.0,74.0,75.0,54.0,72.0,72.0,83.0,62.0,77.0,61.0,80.0,77.0,70.0,67.0,0.0,80.0,67.0,79.0,80.0,75.0,80.0,70.0,80.0,77.0,75.0,52.0,62.0,74.0,84.0,81.0,64.0,78.0,75.0,71.0,82.0,80.0,75.0,72.0,72.0,58.0,79.0,68.0,78.0,72.0,71.0,81.0,67.0,79.0,66.0,69.0,66.0,71.0,55.0,83.0,81.0,82.0,77.0,78.0,44.0,81.0,81.0,76.0,76.0,78.0,89.0,85.0,85.0,85.0,85.0,86.0,87.0,89.0,89.0,85.0,86.0,91.0,89.0,85.0,85.0,85.0,86.0,88.0,89.0,87.0,86.0,87.0,89.0,89.0,82.0,89.0,89.0,86.0,82.0,90.0,86.0,90.0,89.0,88.0,89.0,86.0,86.0,90.0,85.0,84.0,85.0,89.0,88.0,88.0,86.0,84.0,85.0,87.0,91.0,88.0,90.0,87.0,82.0,85.0,86.0,87.0,89.0,85.0,89.0,87.0,85.0,85.0,85.0,85.0,91.0,89.0,89.0,88.0,85.0,89.0,86.0,89.0,84.0,90.0,89.0,85.0,85.0,89.0,85.0,88.0,87.0,89.0,84.0,85.0,85.0,90.0,89.0,86.0,88.0,88.0,88.0,86.0,86.0,89.0,87.0,89.0,89.0,87.0,88.0,86.0
74.0,72.0,62.0,74.0,89.0,74.0,79.0,70.0,64.0,68.0,83.0,54.0,66.0,83.0,79.0,74.0,83.0,82.0,70.0,71.0,76.0,65.0,64.0,84.0,67.0,69.0,82.0,80.0,73.0,75.0,79.0,75.0,79.0,64.0,82.0,85.0,77.0,74.0,62.0,73.0,80.0,53.0,77.0,76.0,58.0,73.0,79.0,84.0,63.0,73.0,80.0,0.0,67.0,71.0,74.0,78.0,76.0,81.0,76.0,72.0,60.0,72.0,65.0,73.0,71.0,80.0,76.0,65.0,81.0,70.0,88.0,83.0,58.0,80.0,80.0,75.0,78.0,54.0,86.0,43.0,66.0,84.0,65.0,68.0,70.0,81.0,71.0,71.0,74.0,82.0,79.0,86.0,84.0,85.0,76.0,79.0,80.0,68.0,69.0,84.0,85.0,88.0,86.0,85.0,86.0,86.0,87.0,85.0,87.0,85.0,87.0,90.0,85.0,86.0,86.0,85.0,87.0,82.0,85.0,89.0,88.0,83.0,85.0,85.0,85.0,85.0,85.0,86.0,84.0,87.0,88.0,84.0,85.0,82.0,85.0,86.0,82.0,84.0,85.0,91.0,86.0,85.0,82.0,89.0,88.0,86.0,86.0,88.0,85.0,89.0,87.0,88.0,81.0,86.0,89.0,85.0,85.0,86.0,87.0,89.0,86.0,86.0,85.0,85.0,86.0,89.0,83.0,86.0,86.0,85.0,87.0,87.0,85.0,84.0,85.0,86.0,86.0,85.0,85.0,82.0,90.0,85.0,80.0,86.0,86.0,87.0,85.0,81.0,82.0,85.0,84.0,82.0,87.0,91.0,89.0,89.0,85.0,88.0,82.0,87.0
88.0,75.0,70.0,63.0,87.0,68.0,85.0,66.0,72.0,76.0,77.0,75.0,72.0,89.0,77.0,66.0,82.0,86.0,73.0,70.0,79.0,61.0,67.0,79.0,79.0,66.0,82.0,69.0,73.0,85.0,86.0,67.0,82.0,72.0,86.0,80.0,70.0,68.0,76.0,73.0,71.0,48.0,85.0,77.0,77.0,77.0,83.0,82.0,80.0,52.0,67.0,67.0,0.0,78.0,75.0,82.0,84.0,84.0,70.0,74.0,74.0,72.0,67.0,62.0,78.0,83.0,65.0,64.0,87.0,58.0,87.0,84.0,80.0,73.0,68.0,61.0,76.0,67.0,79.0,73.0,60.0,86.0,73.0,65.0,68.0,72.0,53.0,68.0,64.0,86.0,78.0,78.0,85.0,79.0,73.0,85.0,82.0,78.0,71.0,84.0,86.0,82.0,79.0,83.0,81.0,83.0,85.0,86.0,88.0,83.0,83.0,90.0,86.0,81.0,81.0,83.0,83.0,85.0,86.0,85.0,83.0,85.0,86.0,86.0,82.0,86.0,86.0,85.0,83.0,88.0,84.0,89.0,86.0,85.0,86.0,82.0,77.0,89.0,83.0,80.0,81.0,86.0,85.0,85.0,83.0,85.0,81.0,87.0,89.0,87.0,87.0,89.0,85.0,81.0,87.0,83.0,86.0,81.0,87.0,86.0,81.0,84.0,86.0,83.0,88.0,83.0,88.0,87.0,81.0,86.0,82.0,87.0,82.0,84.0,86.0,81.0,81.0,86.0,83.0,86.0,90.0,86.0,86.0,81.0,81.0,87.0,87.0,78.0,85.0,79.0,88.0,89.0,83.0,88.0,84.0,87.0,86.0,87.0,86.0,83.0
75.0,71.0,69.0,78.0,84.0,82.0,83.0,76.0,69.0,64.0,79.0,75.0,67.0,81.0,81.0,82.0,75.0,76.0,74.0,69.0,83.0,75.0,68.0,74.0,75.0,73.0,75.0,84.0,76.0,70.0,58.0,74.0,72.0,76.0,68.0,84.0,76.0,73.0,78.0,78.0,66.0,77.0,72.0,80.0,74.0,74.0,77.0,80.0,74.0,79.0,79.0,71.0,78.0,0.0,78.0,80.0,83.0,72.0,78.0,79.0,69.0,80.0,70.0,76.0,79.0,77.0,75.0,75.0,80.0,70.0,87.0,84.0,74.0,80.0,76.0,77.0,80.0,70.0,82.0,72.0,80.0,85.0,79.0,65.0,76.0,84.0,72.0,80.0,77.0,83.0,73.0,82.0,85.0,75.0,70.0,83.0,77.0,61.0,77.0,73.0,90.0,83.0,88.0,81.0,84.0,86.0,87.0,90.0,90.0,81.0,84.0,89.0,90.0,84.0,84.0,81.0,84.0,87.0,90.0,84.0,84.0,84.0,90.0,90.0,83.0,90.0,90.0,83.0,81.0,90.0,85.0,86.0,89.0,87.0,90.0,85.0,82.0,87.0,85.0,90.0,84.0,90.0,87.0,87.0,84.0,85.0,84.0,84.0,88.0,87.0,89.0,88.0,84.0,84.0,85.0,84.0,90.0,84.0,89.0,87.0,84.0,87.0,83.0,81.0,89.0,84.0,85.0,86.0,84.0,90.0,86.0,89.0,81.0,86.0,90.0,84.0,84.0,90.0,81.0,87.0,90.0,89.0,88.0,84.0,84.0,89.0,89.0,79.0,87.0,83.0,84.0,82.0,84.0,86.0,84.0,87.0,90.0,83.0,87.0,86.0
80.0,78.0,66.0,79.0,81.0,79.0,83.0,78.0,77.0,83.0,77.0,69.0,79.0,78.0,74.0,79.0,67.0,78.0,76.0,77.0,79.0,66.0,78.0,70.0,73.0,63.0,85.0,84.0,73.0,74.0,79.0,68.0,68.0,77.0,65.0,79.0,72.0,74.0,67.0,78.0,78.0,67.0,77.0,80.0,66.0,77.0,77.0,74.0,63.0,75.0,80.0,74.0,75.0,78.0,0.0,76.0,72.0,77.0,68.0,73.0,69.0,80.0,73.0,71.0,77.0,68.0,77.0,66.0,82.0,79.0,84.0,75.0,74.0,56.0,83.0,81.0,67.0,68.0,79.0,68.0,60.0,72.0,74.0,76.0,76.0,84.0,67.0,56.0,76.0,77.0,83.0,85.0,75.0,70.0,79.0,77.0,72.0,74.0,73.0,67.0,92.0,93.0,90.0,93.0,93.0,93.0,92.0,92.0,89.0,93.0,92.0,90.0,92.0,93.0,93.0,93.0,92.0,88.0,92.0,91.0,92.0,87.0,92.0,92.0,90.0,92.0,92.0,90.0,90.0,89.0,91.0,87.0,92.0,88.0,92.0,92.0,90.0,89.0,90.0,89.0,93.0,92.0,88.0,92.0,92.0,86.0,93.0,89.0,88.0,89.0,90.0,87.0,85.0,93.0,86.0,91.0,92.0,93.0,92.0,91.0,93.0,89.0,86.0,93.0,88.0,87.0,84.0,83.0,93.0,92.0,93.0,88.0,93.0,88.0,92.0,93.0,93.0,92.0,93.0,88.0,88.0,92.0,87.0,93.0,93.0,92.0,91.0,90.0,88.0,89.0,84.0,83.0,92.0,93.0,91.0,93.0,92.0,91.0,88.0,93.0
74.0,75.0,68.0,84.0,88.0,77.0,75.0,70.0,70.0,80.0,70.0,69.0,75.0,75.0,72.0,72.0,82.0,70.0,75.0,73.0,68.0,74.0,81.0,69.0,74.0,79.0,79.0,75.0,72.0,80.0,83.0,68.0,84.0,83.0,71.0,76.0,73.0,76.0,64.0,73.0,61.0,76.0,71.0,53.0,79.0,71.0,85.0,67.0,63.0,69.0,75.0,78.0,82.0,80.0,76.0,0.0,44.0,71.0,75.0,75.0,76.0,79.0,79.0,64.0,75.0,65.0,81.0,73.0,77.0,78.0,70.0,77.0,48.0,68.0,75.0,78.0,84.0,76.0,78.0,69.0,78.0,80.0,76.0,70.0,75.0,66.0,68.0,68.0,75.0,73.0,69.0,80.0,70.0,86.0,80.0,73.0,78.0,80.0,84.0,76.0,89.0,90.0,90.0,91.0,90.0,90.0,91.0,89.0,84.0,91.0,91.0,85.0,89.0,90.0,90.0,91.0,91.0,86.0,89.0,87.0,91.0,85.0,89.0,89.0,89.0,89.0,89.0,86.0,90.0,85.0,87.0,91.0,89.0,86.0,89.0,90.0,90.0,87.0,89.0,86.0,90.0,89.0,86.0,89.0,91.0,85.0,90.0,87.0,87.0,86.0,86.0,84.0,85.0,90.0,90.0,91.0,89.0,90.0,90.0,89.0,90.0,86.0,84.0,91.0,88.0,92.0,87.0,87.0,90.0,89.0,90.0,86.0,90.0,87.0,89.0,90.0,90.0,89.0,91.0,86.0,87.0,89.0,89.0,90.0,90.0,90.0,89.0,91.0,86.0,89.0,87.0,89.0,91.0,88.0,87.0,91.0,89.0,87.0,86.0,90.0
78.0,82.0,76.0,83.0,88.0,74.0,74.0,78.0,75.0,80.0,77.0,76.0,77.0,68.0,76.0,72.0,84.0,79.0,80.0,80.0,71.0,82.0,83.0,74.0,77.0,80.0,84.0,67.0,79.0,83.0,85.0,79.0,85.0,85.0,75.0,78.0,66.0,79.0,76.0,72.0,65.0,79.0,69.0,55.0,79.0,71.0,83.0,70.0,70.0,69.0,80.0,76.0,84.0,83.0,72.0,44.0,0.0,75.0,63.0,68.0,79.0,81.0,80.0,73.0,75.0,74.0,84.0,68.0,71.0,82.0,71.0,68.0,59.0,74.0,79.0,83.0,85.0,76.0,72.0,70.0,80.0,80.0,82.0,77.0,79.0,64.0,72.0,67.0,82.0,74.0,79.0,82.0,74.0,86.0,83.0,73.0,81.0,82.0,80.0,78.0,89.0,91.0,90.0,91.0,90.0,91.0,91.0,89.0,86.0,91.0,91.0,87.0,89.0,90.0,90.0,91.0,91.0,85.0,89.0,88.0,91.0,83.0,89.0,89.0,90.0,89.0,89.0,89.0,91.0,85.0,88.0,90.0,89.0,85.0,89.0,87.0,91.0,86.0,90.0,84.0,90.0,89.0,85.0,91.0,91.0,85.0,90.0,87.0,88.0,86.0,87.0,84.0,83.0,90.0,90.0,91.0,89.0,90.0,91.0,87.0,90.0,87.0,85.0,91.0,87.0,92.0,87.0,86.0,90.0,89.0,90.0,85.0,91.0,91.0,89.0,90.0,90.0,89.0,91.0,85.0,89.0,89.0,80.0,90.0,90.0,91.0,89.0,92.0,85.0,91.0,87.0,89.0,91.0,89.0,88.0,92.0,89.0,90.0,85.0,91.0
72.0,70.0,74.0,83.0,82.0,82.0,79.0,76.0,66.0,75.0,65.0,75.0,79.0,69.0,78.0,83.0,78.0,74.0,75.0,77.0,72.0,78.0,85.0,73.0,67.0,70.0,72.0,80.0,82.0,78.0,73.0,75.0,74.0,78.0,73.0,82.0,85.0,80.0,80.0,76.0,75.0,84.0,71.0,74.0,73.0,73.0,82.0,75.0,72.0,84.0,70.0,81.0,84.0,72.0,77.0,71.0,75.0,0.0,84.0,81.0,73.0,76.0,78.0,78.0,83.0,71.0,77.0,81.0,81.0,77.0,80.0,78.0,63.0,78.0,78.0,78.0,81.0,67.0,84.0,76.0,80.0,81.0,75.0,85.0,77.0,70.0,76.0,74.0,67.0,84.0,75.0,82.0,79.0,78.0,70.0,75.0,75.0,76.0,82.0,74.0,92.0,92.0,91.0,92.0,92.0,92.0,90.0,92.0,89.0,93.0,92.0,88.0,92.0,92.0,92.0,93.0,92.0,89.0,92.0,88.0,92.0,82.0,92.0,92.0,90.0,92.0,92.0,89.0,90.0,89.0,89.0,89.0,92.0,89.0,92.0,92.0,92.0,88.0,89.0,86.0,92.0,92.0,89.0,91.0,92.0,84.0,92.0,89.0,89.0,88.0,89.0,84.0,85.0,92.0,90.0,93.0,92.0,92.0,88.0,88.0,92.0,87.0,83.0,92.0,88.0,90.0,90.0,88.0,92.0,92.0,92.0,90.0,92.0,89.0,92.0,92.0,92.0,92.0,93.0,89.0,88.0,92.0,90.0,92.0,92.0,90.0,91.0,92.0,89.0,89.0,88.0,88.0,92.0,90.0,88.0,92.0,92.0,90.0,89.0,93.0
78.0,78.0,77.0,67.0,87.0,68.0,78.0,81.0,76.0,77.0,82.0,76.0,71.0,81.0,77.0,79.0,82.0,82.0,74.0,80.0,79.0,81.0,66.0,79.0,74.0,72.0,85.0,66.0,80.0,81.0,81.0,79.0,84.0,78.0,72.0,77.0,49.0,66.0,77.0,77.0,66.0,77.0,73.0,81.0,78.0,68.0,75.0,72.0,67.0,61.0,80.0,76.0,70.0,78.0,68.0,75.0,63.0,84.0,0.0,53.0,77.0,78.0,60.0,67.0,67.0,80.0,71.0,68.0,76.0,58.0,82.0,75.0,79.0,68.0,81.0,68.0,78.0,74.0,67.0,73.0,68.0,77.0,77.0,64.0,73.0,77.0,63.0,66.0,74.0,77.0,77.0,77.0,75.0,77.0,73.0,80.0,83.0,81.0,78.0,71.0,89.0,90.0,86.0,90.0,90.0,90.0,88.0,89.0,88.0,90.0,90.0,90.0,89.0,90.0,90.0,90.0,90.0,88.0,89.0,90.0,90.0,87.0,89.0,89.0,89.0,89.0,89.0,91.0,89.0,88.0,90.0,87.0,89.0,88.0,89.0,89.0,90.0,90.0,88.0,86.0,90.0,89.0,88.0,91.0,90.0,88.0,90.0,89.0,90.0,89.0,89.0,88.0,84.0,90.0,90.0,91.0,89.0,90.0,89.0,92.0,90.0,86.0,80.0,90.0,87.0,90.0,88.0,88.0,90.0,89.0,90.0,86.0,89.0,90.0,89.0,90.0,90.0,89.0,90.0,88.0,89.0,89.0,82.0,90.0,90.0,89.0,89.0,90.0,88.0,89.0,87.0,85.0,90.0,91.0,90.0,92.0,89.0,91.0,88.0,90.0
75.0,76.0,67.0,69.0,85.0,62.0,75.0,82.0,72.0,67.0,77.0,66.0,64.0,82.0,81.0,70.0,80.0,81.0,64.0,76.0,66.0,79.0,67.0,76.0,67.0,80.0,79.0,68.0,70.0,79.0,75.0,75.0,84.0,77.0,78.0,75.0,53.0,59.0,66.0,65.0,65.0,79.0,72.0,73.0,72.0,71.0,69.0,73.0,66.0,65.0,77.0,72.0,74.0,79.0,73.0,75.0,68.0,81.0,53.0,0.0,68.0,73.0,65.0,61.0,67.0,79.0,73.0,63.0,75.0,64.0,77.0,76.0,71.0,71.0,68.0,70.0,74.0,75.0,76.0,68.0,66.0,83.0,70.0,69.0,77.0,73.0,61.0,70.0,72.0,81.0,74.0,86.0,79.0,80.0,74.0,83.0,78.0,75.0,73.0,72.0,88.0,89.0,88.0,89.0,89.0,89.0,89.0,88.0,85.0,89.0,89.0,86.0,88.0,89.0,89.0,89.0,89.0,86.0,88.0,87.0,89.0,84.0,88.0,88.0,88.0,88.0,88.0,88.0,89.0,85.0,87.0,87.0,88.0,86.0,88.0,88.0,90.0,88.0,88.0,85.0,89.0,88.0,86.0,90.0,89.0,87.0,89.0,85.0,87.0,88.0,86.0,86.0,83.0,89.0,88.0,90.0,88.0,89.0,89.0,88.0,89.0,83.0,80.0,89.0,87.0,89.0,87.0,87.0,89.0,88.0,89.0,82.0,89.0,90.0,88.0,89.0,89.0,88.0,89.0,86.0,86.0,88.0,82.0,89.0,89.0,89.0,87.0,90.0,86.0,90.0,87.0,86.0,89.0,90.0,88.0,90.0,88.0,89.0,86.0,89.0
77.0,78.0,54.0,74.0,82.0,68.0,80.0,72.0,63.0,70.0,76.0,57.0,70.0,83.0,77.0,73.0,73.0,74.0,69.0,75.0,72.0,73.0,71.0,73.0,64.0,69.0,79.0,78.0,70.0,74.0,74.0,65.0,74.0,70.0,70.0,80.0,74.0,75.0,64.0,70.0,74.0,69.0,75.0,74.0,42.0,73.0,76.0,77.0,62.0,68.0,75.0,60.0,74.0,69.0,69.0,76.0,79.0,73.0,77.0,68.0,0.0,75.0,64.0,74.0,76.0,69.0,72.0,70.0,84.0,66.0,86.0,86.0,57.0,65.0,70.0,74.0,79.0,68.0,85.0,56.0,65.0,75.0,62.0,79.0,68.0,76.0,70.0,65.0,72.0,83.0,78.0,85.0,80.0,74.0,76.0,79.0,68.0,71.0,73.0,76.0,89.0,90.0,88.0,87.0,90.0,90.0,91.0,89.0,90.0,87.0,91.0,90.0,89.0,90.0,90.0,87.0,91.0,86.0,89.0,90.0,91.0,85.0,89.0,89.0,89.0,89.0,89.0,88.0,86.0,90.0,89.0,89.0,89.0,86.0,89.0,90.0,91.0,87.0,89.0,89.0,90.0,89.0,86.0,91.0,91.0,87.0,90.0,88.0,90.0,90.0,88.0,88.0,85.0,90.0,84.0,91.0,89.0,90.0,90.0,90.0,90.0,85.0,85.0,87.0,90.0,91.0,83.0,86.0,90.0,89.0,90.0,89.0,87.0,91.0,89.0,90.0,90.0,89.0,87.0,86.0,91.0,89.0,87.0,90.0,90.0,90.0,89.0,89.0,86.0,91.0,85.0,79.0,91.0,91.0,90.0,90.0,89.0,88.0,86.0,90.0
79.0,79.0,68.0,63.0,83.0,72.0,82.0,73.0,68.0,64.0,63.0,73.0,69.0,82.0,83.0,64.0,78.0,78.0,71.0,64.0,69.0,68.0,66.0,69.0,66.0,83.0,79.0,68.0,78.0,77.0,79.0,70.0,79.0,54.0,80.0,81.0,69.0,71.0,69.0,59.0,79.0,73.0,79.0,68.0,71.0,61.0,80.0,75.0,77.0,71.0,52.0,72.0,72.0,80.0,80.0,79.0,81.0,76.0,78.0,73.0,75.0,0.0,61.0,71.0,82.0,77.0,71.0,78.0,69.0,72.0,85.0,81.0,76.0,76.0,76.0,74.0,73.0,74.0,77.0,69.0,68.0,84.0,65.0,81.0,73.0,75.0,73.0,71.0,63.0,86.0,73.0,80.0,83.0,80.0,58.0,81.0,79.0,76.0,75.0,80.0,87.0,84.0,84.0,83.0,83.0,85.0,85.0,87.0,85.0,82.0,83.0,87.0,87.0,83.0,83.0,82.0,83.0,87.0,87.0,83.0,83.0,87.0,87.0,87.0,82.0,87.0,87.0,82.0,81.0,86.0,83.0,88.0,88.0,87.0,87.0,85.0,85.0,88.0,82.0,84.0,83.0,87.0,87.0,85.0,83.0,85.0,83.0,84.0,88.0,85.0,87.0,88.0,83.0,83.0,86.0,85.0,87.0,83.0,86.0,86.0,83.0,85.0,86.0,83.0,90.0,89.0,88.0,89.0,83.0,87.0,85.0,87.0,82.0,90.0,87.0,83.0,83.0,87.0,82.0,87.0,88.0,88.0,80.0,83.0,83.0,88.0,87.0,84.0,87.0,85.0,86.0,87.0,83.0,87.0,83.0,87.0,87.0,83.0,87.0,84.0
81.0,79.0,54.0,54.0,84.0,67.0,82.0,75.0,56.0,74.0,75.0,64.0,58.0,83.0,79.0,67.0,77.0,79.0,67.0,72.0,71.0,68.0,46.0,72.0,61.0,71.0,82.0,70.0,59.0,79.0,81.0,74.0,77.0,60.0,74.0,82.0,63.0,68.0,70.0,66.0,77.0,67.0,79.0,70.0,66.0,60.0,78.0,76.0,68.0,70.0,62.0,65.0,67.0,70.0,73.0,79.0,80.0,78.0,60.0,65.0,64.0,61.0,0.0,74.0,72.0,76.0,62.0,72.0,85.0,53.0,87.0,84.0,67.0,66.0,77.0,69.0,75.0,71.0,83.0,54.0,56.0,81.0,67.0,73.0,63.0,77.0,64.0,66.0,64.0,85.0,78.0,82.0,80.0,76.0,53.0,78.0,80.0,57.0,74.0,77.0,89.0,82.0,84.0,81.0,82.0,84.0,87.0,89.0,89.0,81.0,83.0,91.0,89.0,82.0,82.0,81.0,83.0,85.0,89.0,84.0,83.0,85.0,89.0,89.0,81.0,89.0,89.0,84.0,81.0,89.0,84.0,88.0,89.0,85.0,89.0,84.0,84.0,87.0,83.0,86.0,82.0,89.0,85.0,87.0,83.0,86.0,82.0,85.0,87.0,86.0,90.0,88.0,84.0,82.0,81.0,84.0,89.0,82.0,88.0,88.0,82.0,87.0,80.0,81.0,88.0,88.0,86.0,87.0,82.0,89.0,84.0,89.0,81.0,91.0,89.0,82.0,82.0,89.0,81.0,85.0,91.0,89.0,83.0,82.0,82.0,89.0,88.0,84.0,85.0,85.0,85.0,85.0,83.0,85.0,84.0,88.0,89.0,85.0,85.0,84.0
76.0,72.0,70.0,75.0,86.0,73.0,80.0,66.0,71.0,73.0,75.0,73.0,64.0,85.0,73.0,78.0,76.0,75.0,71.0,74.0,74.0,75.0,74.0,80.0,72.0,72.0,77.0,75.0,80.0,75.0,75.0,74.0,78.0,80.0,72.0,77.0,63.0,72.0,72.0,76.0,64.0,73.0,75.0,80.0,67.0,66.0,70.0,67.0,67.0,61.0,74.0,73.0,62.0,76.0,71.0,64.0,73.0,78.0,67.0,61.0,74.0,71.0,74.0,0.0,68.0,74.0,74.0,77.0,76.0,69.0,82.0,83.0,74.0,52.0,76.0,73.0,67.0,63.0,72.0,72.0,56.0,77.0,77.0,60.0,78.0,81.0,62.0,56.0,70.0,75.0,75.0,85.0,73.0,78.0,76.0,83.0,73.0,76.0,76.0,66.0,89.0,89.0,88.0,90.0,90.0,90.0,90.0,89.0,89.0,90.0,90.0,90.0,89.0,90.0,90.0,90.0,90.0,88.0,89.0,90.0,90.0,87.0,89.0,89.0,87.0,89.0,89.0,89.0,87.0,88.0,91.0,86.0,89.0,88.0,89.0,89.0,86.0,90.0,87.0,85.0,90.0,89.0,88.0,91.0,90.0,83.0,90.0,89.0,90.0,90.0,89.0,87.0,83.0,90.0,88.0,89.0,89.0,90.0,90.0,91.0,90.0,85.0,84.0,90.0,88.0,86.0,89.0,87.0,90.0,89.0,90.0,87.0,89.0,85.0,89.0,90.0,90.0,89.0,90.0,88.0,87.0,89.0,85.0,90.0,90.0,88.0,86.0,86.0,88.0,85.0,86.0,86.0,90.0,92.0,90.0,90.0,89.0,91.0,88.0,90.0
82.0,71.0,77.0,78.0,85.0,70.0,77.0,84.0,78.0,81.0,83.0,76.0,74.0,85.0,74.0,81.0,83.0,75.0,73.0,70.0,79.0,79.0,71.0,79.0,70.0,77.0,79.0,82.0,83.0,80.0,82.0,81.0,83.0,83.0,78.0,77.0,68.0,69.0,73.0,77.0,74.0,84.0,74.0,80.0,80.0,70.0,63.0,71.0,73.0,63.0,84.0,71.0,78.0,79.0,77.0,75.0,75.0,83.0,67.0,67.0,76.0,82.0,72.0,68.0,0.0,79.0,68.0,71.0,76.0,65.0,81.0,79.0,76.0,67.0,80.0,72.0,82.0,79.0,75.0,77.0,60.0,77.0,73.0,72.0,86.0,82.0,57.0,71.0,73.0,75.0,69.0,86.0,77.0,73.0,78.0,80.0,80.0,78.0,67.0,72.0,92.0,91.0,93.0,92.0,93.0,93.0,90.0,92.0,88.0,92.0,91.0,89.0,92.0,93.0,93.0,92.0,91.0,92.0,92.0,91.0,91.0,90.0,92.0,92.0,90.0,92.0,92.0,86.0,90.0,88.0,92.0,88.0,92.0,92.0,92.0,92.0,90.0,90.0,91.0,88.0,93.0,92.0,92.0,93.0,91.0,89.0,93.0,87.0,92.0,91.0,92.0,87.0,87.0,93.0,87.0,91.0,92.0,93.0,89.0,92.0,93.0,89.0,85.0,92.0,87.0,89.0,89.0,89.0,93.0,92.0,93.0,85.0,91.0,88.0,92.0,93.0,93.0,92.0,92.0,92.0,86.0,92.0,88.0,93.0,93.0,91.0,92.0,89.0,92.0,90.0,87.0,87.0,91.0,91.0,91.0,91.0,92.0,89.0,92.0,93.0
82.0,70.0,69.0,80.0,83.0,78.0,77.0,74.0,78.0,79.0,64.0,75.0,78.0,74.0,66.0,76.0,74.0,55.0,81.0,77.0,74.0,74.0,75.0,76.0,71.0,71.0,83.0,75.0,83.0,67.0,75.0,72.0,79.0,78.0,74.0,71.0,80.0,73.0,71.0,76.0,76.0,80.0,59.0,69.0,65.0,72.0,77.0,70.0,72.0,80.0,81.0,80.0,83.0,77.0,68.0,65.0,74.0,71.0,80.0,79.0,69.0,77.0,76.0,74.0,79.0,0.0,75.0,80.0,84.0,67.0,80.0,72.0,61.0,62.0,81.0,81.0,71.0,77.0,86.0,74.0,62.0,80.0,79.0,84.0,77.0,74.0,79.0,67.0,75.0,79.0,71.0,78.0,77.0,68.0,78.0,77.0,63.0,76.0,79.0,75.0,91.0,91.0,90.0,89.0,92.0,92.0,91.0,91.0,84.0,90.0,92.0,82.0,91.0,92.0,92.0,90.0,92.0,90.0,91.0,88.0,92.0,89.0,91.0,91.0,90.0,91.0,91.0,84.0,88.0,85.0,89.0,89.0,91.0,90.0,91.0,92.0,90.0,90.0,90.0,87.0,92.0,91.0,90.0,92.0,92.0,86.0,92.0,81.0,90.0,86.0,88.0,81.0,87.0,92.0,86.0,91.0,91.0,92.0,92.0,90.0,92.0,87.0,84.0,89.0,86.0,88.0,89.0,86.0,92.0,91.0,92.0,86.0,89.0,87.0,91.0,92.0,92.0,91.0,90.0,90.0,83.0,91.0,89.0,92.0,92.0,92.0,91.0,88.0,90.0,89.0,86.0,84.0,92.0,90.0,88.0,92.0,91.0,84.0,90.0,92.0
